"id","ts","text","country","sentiment"
"330043927170273280","2013-05-02 19:39:38","'Iron Man 3' Crushes Opening Day Records In China: Iron Man 3 has continued its record-breaking run at the... http://t.co/ShBEsoZJvM","","1"
"330043927195430912","2013-05-02 19:39:38","RT @papaphresh__: Tickets for Iron Man 3 at midnight #LetsGo","ECUADOR","1"
"330043928894119936","2013-05-02 19:39:39","'Iron Man 3' Crushes Opening Day Records In China: Iron Man 3 has continued its record-bre... http://t.co/nzUDxrzkef #TEAMFOLLOWBACK","","1"
"330043930936754176","2013-05-02 19:39:39","RT @EmmyCic: I hope in the middle of the iron man movie it just turns into a daft punk music video w/ tony stark rapping","UNITED STATES","2"
"330043931121311744","2013-05-02 19:39:39","'Iron Man 3' Crushes Opening Day Records In China: Iron Man 3 has continued its record-breaking run at the... http://t.co/C5n96prx3Q","","1"
"330043934627741696","2013-05-02 19:39:40","Just got iron man 3 tix for tonight! Dutch approves http://t.co/pUjolA1mpT","CANADA","2"
"330043935672135680","2013-05-02 19:39:40","Primera imagen de Ben Kingsley en El Juego de Ender: Llega la primera imagen oficial del actor Ben Kingsley en... http://t.co/1u44zT666p","","1"
"330043936083173376","2013-05-02 19:39:40","I am madly in love with Robert Downey Jr.","","2"
"330043936087347200","2013-05-02 19:39:40","RT @LedesmaEve: Estuve ignorando a JuanMa toda la semana para que el pelotudo del asiento de atrás me termine contando el final de Iron Man…","ARGENTINA","1"
"330043936137703424","2013-05-02 19:39:40","Who's planning to see Iron Man 3 this weekend? #IronMan3 #Waxahachie #RedOak #Midlothian #Ennis","UNITED STATES","1"
"330043941468655616","2013-05-02 19:39:42","Iron man 3 wasn't that good Was a little dissapointed with the movie Dint expect that kinda ending And didn't understand the movie much","INDIA","2"
"330043944727613440","2013-05-02 19:39:43","Momento de desesperación en el que quiero conocer a Robert Downey Jr.  o no me muero !!!","ARGENTINA","1"
"330043946879287296","2013-05-02 19:39:43","RT @callodehacha: ¿Ya vieron Iron Man 3? ME IMPORTA MUCHÍSIMO SU PUTA OPINIÓN.","UNITED STATES","1"
"330043950423486464","2013-05-02 19:39:44","Iron Man 3 Crushes Openin Day Records In China http:/2013/05/02/iron-man-3-crushes-opening-day-records-in-china/?tb #ChicagoTribune #china","","1"
"330043951631462400","2013-05-02 19:39:44","IRON MAN 3 On Sale Info! http://t.co/z499FcQpV3","UNITED STATES","1"
"330043961651625984","2013-05-02 19:39:47","RT @ASantifive: Im trying to see that iron man 3 in 3D this weekend!","","0"
"330043963597803520","2013-05-02 19:39:47","Agenda for the night: Chilling with my friends, a bottle of wine, and iron man 3. And to top it off, no work for me tomorrow. #lifeisgood","UNITED STATES","2"
"330043965191618562","2013-05-02 19:39:47","RT @Terracolombia: ""Iron Man 3 es tan buena como sus villanos"": Robert Downey  http://t.co/agSmpqHa6J @Movie_Cine","UNITED STATES","1"
"330043971659264000","2013-05-02 19:39:49","iron man 3 tonight anyone?","","1"
"330043973462794240","2013-05-02 19:39:49","RT @jordisn: Si para defender el cine de autor hay que atacar a Iron Man 3, conmigo que no cuenten. En caso de pelea, me uno al bando de To…","SPAIN","2"
"330043974389727232","2013-05-02 19:39:50","RT @RottenTomatoes: Iron Man 3 is #CertifiedFresh at 80%, with 139 reviews.  http://t.co/mOsEwyb0yW","","1"
"330043977665478656","2013-05-02 19:39:50","Thai Parody of Iron Man 3 Trailer Looks Highly Dangerous http://t.co/VlWsFtS9nM","","0"
"330043978982490112","2013-05-02 19:39:51","Eleehhhhhhh dah tengok ahhh Iron Man 3! Tengokkk sorang lagiiii :3","UNITED STATES","1"
"330043980299509763","2013-05-02 19:39:51","Iron Man 3 IMAX 3D tonight. Its my first time 😁😁","UNITED STATES","1"
"330043981809479680","2013-05-02 19:39:51","Viendo Iron Man 3 @Torressilvi !!!","","1"
"330043982979674114","2013-05-02 19:39:52","RT @JimmyPrinceton: Daily Beast reassures readers that it still has a talented team of columnists, including Obama's former speechwriter, J…","CANADA","0"
"330043983814348800","2013-05-02 19:39:52","I should Tweet about Iron Man 3 and Ruin the movie like y'all Ruined Batman Dark Knight Rises for me","CANADA","0"
"330043984078581760","2013-05-02 19:39:52","I need to see Iron Man 3!","","0"
"330043984699334656","2013-05-02 19:39:52","RT @A_Redwood: Need to see Iron Man 3","UNITED KINGDOM","0"
"330043985315909632","2013-05-02 19:39:52","The sights, smells, and sprays of 'Iron Man 3' in 4DX http://t.co/UjMtLrNc2r via @verge","NETHERLANDS","1"
"330043987828305920","2013-05-02 19:39:53","Off to finally watch Iron Man 3! Woohoo","NETHERLANDS","1"
"330043988402896898","2013-05-02 19:39:53","I get to see Iron man 3 tomorrow woo","UNITED KINGDOM","2"
"330043991640920064","2013-05-02 19:39:54","Iron Man 3 was good. He and Batman are neck and neck in the ""which superhero Faz thinks is the best"" competition.","UNITED KINGDOM","2"
"330043992127467520","2013-05-02 19:39:54","“@1Dfor1nfinity: Tomorrow Iron Man 3 comes out ! I SCREAMIMG” OHEMGEEE!!! ME TOO! Hope i can see it😁😁","UNITED STATES","2"
"330043992815316992","2013-05-02 19:39:54","Iron man 3 tonight! #letsgo","","1"
"330043993540947968","2013-05-02 19:39:54","I wanna see Iron Man 3","CANADA","1"
"330043994069417986","2013-05-02 19:39:54","RT @usweekly: Even they have bad days! Gwyneth Paltrow: Chris Martin and I have had ""terrible times"" in our marriage http://t.co/LqfsEc6Tyd","UNITED STATES","0"
"330043994899873792","2013-05-02 19:39:54","@CamiiKusnier Robert Downey Jr. o el que esta en Elementary?","ARGENTINA","1"
"330043996032344065","2013-05-02 19:39:55","RT“@akhilHafiz: IRON MAN 3 WAS THE BEST SUPERHERO MOVIE EVER!”","","2"
"330043996581818369","2013-05-02 19:39:55","Going to see Iron Man 3 with @mikebrennan94 tonight.","UNITED STATES","1"
"330044001682083840","2013-05-02 19:39:56","Iron Man 3 tonight and it's going to take all my strength not to go groan when Gwyneth Paltrow is onscreen. #illnevermakeit","","1"
"330044002348986368","2013-05-02 19:39:56","#nw Iron man 3 :D","","1"
"330044002684518400","2013-05-02 19:39:57","Getting ready for iron man 3 #arcreactor #ironman3 http://t.co/6nr4oXnfst","UNITED STATES","2"
"330044002709692416","2013-05-02 19:39:56","Box Office Report: 'Iron Man 3' Breaks Records in China With Estimated $21.5 Million Opening http://t.co/3Rz1mZev5B","UNITED STATES","1"
"330044004387418112","2013-05-02 19:39:57","""@Cooperativa: [Video] Robert Downey Jr y su participación en ""Iron man 3"" http://t.co/5F3oA3o6xu"" ... Le amo!!! Es seco!!!","CHILE","1"
"330044004693598208","2013-05-02 19:39:57","“@Burrtalert: Iron man 3 premier tonight!! FUCK YEAHH ! 👨💥💵”","UNITED STATES","2"
"330044005586968576","2013-05-02 19:39:57","These Iron Man comics I have with Mandarin better be leaping off the proverbial value scale once everyone sees Iron Man 3 &amp; knows who he is","UNITED STATES","2"
"330044007189204992","2013-05-02 19:39:57","Watching Iron Man in preparation for Iron Man 3!","UNITED STATES","1"
"330044008975962112","2013-05-02 19:39:58","@richardroeper is it worth paying extra money to see Iron Man 3 in 3D or can i see it in 2D","UNITED STATES","2"
"330044010213277696","2013-05-02 19:39:58","iron man, iron man 2, and the avengers; this afternoon's marathon for this evening's iron man 3. i love you, tony stark. #callme","UNITED STATES","2"
"330044011945533440","2013-05-02 19:39:59","RT @Bro_mar12: Definitely need to go see Iron Man 3!","","0"
"330044019042308097","2013-05-02 19:40:00","Iron man 3 at midnight!! Heck yeah!!","UNITED STATES","0"
"330044019814055938","2013-05-02 19:40:00","RT @Gabin_B: Tony Stark bête de mec se tape une rousse vas y il a rien pigé au sens d'la vie lui","NETHERLANDS","0"
"330044023345643522","2013-05-02 19:40:01","need to get my tickets for Iron Man 3 tonight","UNITED STATES","0"
"330044026696912896","2013-05-02 19:40:02","Movie Review: Iron Man 3 « CW Philly","UNITED STATES","1"
"330044027208613888","2013-05-02 19:40:02","Mi madre ha ido a buscarme a valdecilla y me ha llevado a ver Iron Man 3 y yo aún sigo con medio alma dentro del cine.","GREECE","1"
"330044028882132993","2013-05-02 19:40:03","Looks like its going to be a great movie year. Iron Man 3, The Great Gatsby, Pacific Rim, Star Trek, Thor, Man of Steel, After Earth &amp; more","UNITED STATES","2"
"330044029364473856","2013-05-02 19:40:03","Homem de ferro 3 o/ (at @UCICinemas for Iron Man 3 w/ 7 others) http://t.co/gdWsAoRG2d","UNITED STATES","1"
"330044029830062080","2013-05-02 19:40:03","@acolherdoliam mas pera só coloquei o nome asdkashfdj eu quero icons da Gwyneth Paltrow :)","UNITED STATES","1"
"330044031562297345","2013-05-02 19:40:03","So Iron Man 3 was super awesome!","UNITED KINGDOM","2"
"330044033328107522","2013-05-02 19:40:04","Now watching the Iron Man 3 trailers I laugh because...Marvel you were clever in that one","NEW ZEALAND","2"
"330044033659457536","2013-05-02 19:40:04","Who wants to go to the Iron Man 3 premiere tonight #hmu","","1"
"330044034301194240","2013-05-02 19:40:04","'Iron Man 3' Crushes Opening Day Records In China http://t.co/EmflNSspCM","","1"
"330044034737381377","2013-05-02 19:40:04","""You are a maniac."" ""No, I'm a visionary."" #NaMo (From a scene in Iron Man 3)","INDIA","1"
"330044034787721216","2013-05-02 19:40:04","Ben Kingsley did spectacular job on Iron Man 3.","CANADA","2"
"330044035261661184","2013-05-02 19:40:04","RT @MondoNews: IRON MAN 3 On Sale Info! http://t.co/z499FcQpV3","UNITED KINGDOM","1"
"330044036423487488","2013-05-02 19:40:04","Thinking about going to Iron Man 3 tomorrow afternoon, hopefully I don't pull the hole in the popcorn bucket on myself. Slap Hand #holdup","","0"
"330044039225282560","2013-05-02 19:40:05","'Iron Man 3' Crushes Opening Day Records In China http://t.co/uWfmTqgI7y","NIGERIA","1"
"330044040156426240","2013-05-02 19:40:05","Iron Man 3 tonight. Woot woot! #nerdatheart","ECUADOR","1"
"330044041288880129","2013-05-02 19:40:06","'Iron Man 3' Crushes Opening Day Records In China http://t.co/qlWHRbyzih","INDONESIA","1"
"330044041637015552","2013-05-02 19:40:06","RT @ASantifive: Im trying to see that iron man 3 in 3D this weekend!","","0"
"330044041649594368","2013-05-02 19:40:06","Iron Man 3 - Box Office Edition Limited Print by BASK @1xRUN http://t.co/qq1rOo02eH","UNITED STATES","1"
"330044044271030273","2013-05-02 19:40:06","RT @blairwyziggy: I am madly in love with Robert Downey Jr.","UNITED STATES","2"
"330044045873278976","2013-05-02 19:40:07","movies I must watch!  After Earth World War Z The Great Gatsby Iron Man 3 Despicable Me 2 Monsters Inc 2","UNITED STATES","0"
"330044045919387648","2013-05-02 19:40:07","Iron Man 3 is coming out? Oh","UNITED STATES","1"
"330044046062006273","2013-05-02 19:40:07","IRON MAN 3 TONIGHT LETS FUCKIN GO!!!!","","1"
"330044046296879104","2013-05-02 19:40:07","RT @TheAVClub: Iron Man 3 desperately aims to please, but falls short http://t.co/vsn0YtruOd","","1"
"330044048322736129","2013-05-02 19:40:07","'Iron Man 3' Crushes Opening Day Records In China http://t.co/2enPzHAaJd #news","MALAYSIA","1"
"330044048448577536","2013-05-02 19:40:07","If you need to get more pumped for Iron Man 3 ↝ Iron Man Trilogy Remix http://t.co/0ixDJrwuTQ","UNITED STATES","0"
"330044048536633344","2013-05-02 19:40:07","Iron Man 3 tonight. Yessss.","UNITED STATES","1"
"330044051409756160","2013-05-02 19:40:08","@johnnyoungg @fluffybwg @d_schabacker Iron man 3 😁","UNITED STATES","1"
"330044051816583168","2013-05-02 19:40:08","Work needs to end, &amp; Iron Man 3 needs to hurry up.","","1"
"330044051862728704","2013-05-02 19:40:08","Prepping myself to see Iron Man 3 tonight.","","1"
"330044053666295810","2013-05-02 19:40:08","I wanna go watch Iron Man 3 today...","UNITED STATES","1"
"330044057885757441","2013-05-02 19:40:09","Iron man 3 with ting","MOROCCO","1"
"330044058812690432","2013-05-02 19:40:10","just saw Iron Man 3.. i looove tony stark ♥","","2"
"330044059374731264","2013-05-02 19:40:10","Who wants to see Iron Man 3 with me?","CANADA","1"
"330044060016463873","2013-05-02 19:40:10","I unlocked the Marvel's Iron Man 3 Coming Soon sticker on #GetGlue! http://t.co/4dGBFWSIy1","UNITED STATES","1"
"330044065712336896","2013-05-02 19:40:11","Saw Iron Man 3, and now eating some Taco Bell. #GreatNight 👌","","1"
"330044066144342018","2013-05-02 19:40:11","BILLIONAIRES LIFE .. Metal and mettle: Billionaire industrialist and inventor Tony Stark takes ... http://t.co/j0HlRo4eOR ...Brightsteel","UNITED STATES","0"
"330044066265985024","2013-05-02 19:40:11","“@DollyFaze: I should Tweet about Iron Man 3 and Ruin the movie like y'all Ruined Batman Dark Knight Rises for me” you wouldn't..","DENMARK","0"
"330044066286956544","2013-05-02 19:40:11","BILLIONAIRES LIFE .. Metal and mettle: Billionaire industrialist and inventor Tony Stark takes ... http://t.co/mBrVSJItOm ...Brightsteel","UNITED STATES","0"
"330044066454704128","2013-05-02 19:40:12","Iron man 3 ticket. Acquired.","","1"
"330044066597330944","2013-05-02 19:40:12","Line from Iron Man 3 script: Tony Stark dons suit that I couldn't afford, etc. etc. Hollywood inside joke, etc. - Shane Black, genius.","","2"
"330044068795138049","2013-05-02 19:40:12","'Iron Man 3' Crushes Opening Day Records In China http://t.co/o9QwvfUzYj #celebs #gossip","UNITED STATES","0"
"330044069369741314","2013-05-02 19:40:12","“@TheAVClub: Iron Man 3 desperately aims to please, but falls short http://t.co/soOph7cQM0”I refuse to accept this.","UNITED STATES","1"
"330044070837760000","2013-05-02 19:40:13","RT @andyway22: Iron Man 3 tonight at midnight! No guns please","","2"
"330044073702469635","2013-05-02 19:40:13","Iron Man 3 #HellYeah","UNITED STATES","1"
"330044074616844289","2013-05-02 19:40:14","Acabo de participar en sorteo ¡Gana un iPad Mini con Iron Man 3, IGN y Gameloft!  http://t.co/L7tta88wG9","GREECE","1"
"330044075900280832","2013-05-02 19:40:14","RT @VedoTheSinger: I wanna go see Iron Man 3","UNITED STATES","1"
"330044078895030272","2013-05-02 19:40:14","iron man 3 in theatres tomorrow  O_o","","1"
"330044078983086080","2013-05-02 19:40:15","@sammycigarroa Robert downey Jr. Rwanda, Romero, rinoceronte, rojo","UNITED STATES","1"
"330044079700324353","2013-05-02 19:40:15","Ayer vimos Iron Man, la neta me dormí cañón..ah pero eso si hacen buen uso de las TIC's ORACLE !! Bien por Tony Stark! jaja @rmelendez83 #fb","UNITED STATES","0"
"330044082191736832","2013-05-02 19:40:15","RT @handresreinoso: @IvanMarinSoyYo #BendicionesLaborales las de Tony Stark, construye armaduras de 7 millon de US y destruye 42 a la vez h…","","0"
"330044083378716672","2013-05-02 19:40:16","Aku Tony Stark. Dia Pepper Potts. Cuba korg teka sape Ironman? @halfreeze http://t.co/xPKpthw1DT","MALAYSIA","0"
"330044084645416960","2013-05-02 19:40:16","@thatssweet_ Ta passando Iron Man 3 em TL ctz que vai passar lá antes que aqui e eu vou ô recalcadinha do oceano!!!!","ECUADOR","1"
"330044086352498688","2013-05-02 19:40:16","Robert Downey Jr. irreplaceable as Iron Man - Gwyneth Paltrow http://t.co/bzXVouLnB2","NEW ZEALAND","1"
"330044086759350274","2013-05-02 19:40:16","I wanna watch iron man 3 tmr so bad!!! Who wants to come? :P","","0"
"330044087812100096","2013-05-02 19:40:17","Anyone for iron man 3?","","1"
"330044091834441728","2013-05-02 19:40:18","Only two more short days of work before weekend of joy. Might go to see Iron Man 3 again tomorrow afternoon...","UNITED KINGDOM","2"
"330044095475105792","2013-05-02 19:40:18","with Lily :-) (at @VueCinemaS for Iron Man 3 3D) http://t.co/lI1ckh3Tjj","UNITED KINGDOM","1"
"330044097505157120","2013-05-02 19:40:19","@BarbaraSilva_Of  É AMANHÃ!! DÊ RETWEET E CONCORRA UM POSTER DO IRON MAN 3 PARTICIPANDO DA PROMOÇÃO NO LINK ABAIXO http://t.co/GAJIUD5iWg","BRAZIL","1"
"330044099501645825","2013-05-02 19:40:19","Gwyneth Paltrow confiesa que ciertas experiencias le han ayudado a ver mejor la vida. ¡Entérate! http://t.co/RiDN7Z9QcC","MEXICO","1"
"330044100537618434","2013-05-02 19:40:20","by a footlong for a chance to win a ticket to see iron man 3... lol wtf.","UNITED STATES","1"
"330044100663463937","2013-05-02 19:40:20","лентаа!! Кто не ходил смотреть ЖЧ3 в кинотеатры вот вам ссылочка!!! Смотрите на здоровье:3 http://t.co/e3GoObFSQk","UNITED ARAB EMIRATES","1"
"330044100671836160","2013-05-02 19:40:20","Gran día con @_MissMinnun_ en el cine (iron man 3 la recomiendo xD)","SPAIN","1"
"330044101967892480","2013-05-02 19:40:20","'Iron Man 3' Crushes Opening Day Records In China http://t.co/IGKPpaCKpW","INDONESIA","1"
"330044102848700418","2013-05-02 19:40:20","If Iron Man is sold out tomorrow then I am going to punch Tony Stark myself","UNITED KINGDOM","0"
"330044102869663744","2013-05-02 19:40:20","Iron man 3 tomorrow is the move","CANADA","1"
"330044108179648512","2013-05-02 19:40:21","RT @eonline: Robert Downey Jr. Surprises Kids at Iron Man 3 Screening, Gives Motivational Speech—Watch! http://t.co/tbCvRphdrn","UNITED STATES","1"
"330044110301962240","2013-05-02 19:40:22","@TheScreenTeam me not, cuz i'm here in Guarda, Portugal, and i can see Iron Man 3 just when i finished the my classes.","PORTUGAL","2"
"330044110956285952","2013-05-02 19:40:22","Iron Man 3 tomorrow wasssuhhhhh","","1"
"330044114240409600","2013-05-02 19:40:23","i wanna watch iron man 3 tonight!","UNITED STATES","1"
"330044114575970305","2013-05-02 19:40:23","Iron Man 3 in the morn!","UNITED STATES","1"
"330044115825864704","2013-05-02 19:40:23","iD the Iron Man 3 poster and you might get a DVD prize pack on your doorstep.  *Hint: This one works http://t.co/qOfXh52B1A","UNITED STATES","2"
"330044116631183360","2013-05-02 19:40:23","Ahora Work, por la Noche Iron Man 3 :')","UNITED STATES","1"
"330044120187932673","2013-05-02 19:40:24","RT @MemoRobot: O sea que tengo que tengo que fletarme Iron Man 1 y 2 pa poder ver la 3?  Saaale!","MEXICO","1"
"330044120502517762","2013-05-02 19:40:24","RT @the_ironsheik: What movie better Iron Man 3 or Go Fuck Yourself 2?","UNITED STATES","2"
"330044122188627968","2013-05-02 19:40:25","@Marr_Ja @farkao @MW_A dîtes, vous avez vu Iron Man 3, aman qu'est ce que s'est passé dans la séquence après générique?","UNITED STATES","1"
"330044125703446528","2013-05-02 19:40:26","RT @VedoTheSinger: I wanna go see Iron Man 3","CANADA","1"
"330044127620251649","2013-05-02 19:40:26","Gwyneth Paltrow à était élue plus belle femme du monde ! #Normal","","2"
"330044129251840000","2013-05-02 19:40:26","So hyped for Iron Man 3😁","CANADA","1"
"330044130048749568","2013-05-02 19:40:27","Iron Man 3 tonight with @TheKerrLife , feel free to join us","","2"
"330044130333966336","2013-05-02 19:40:27","Al aire en @HITSfm901 y hitsfm.mx regalando boletos para ver Iron Man 3 y para el concierto de @ReikMx en McAllen #Pormispolotas","UNITED STATES","1"
"330044130635939840","2013-05-02 19:40:27","RT @the_ironsheik: What movie better Iron Man 3 or Go Fuck Yourself 2?","UNITED STATES","2"
"330044131529334787","2013-05-02 19:40:27","Iron Man 3 maybe...","UNITED KINGDOM","1"
"330044132733091841","2013-05-02 19:40:27","'Iron Man 3' crushes overseas, but can it topple 'Avengers'?: Is ""Iron Man 3"" as steely as ""The Avengers?"" The... http://t.co/XG22QCK6AK","","0"
"330044135773970432","2013-05-02 19:40:28","@joxceline jajajajajaja si, Tony Stark","","0"
"330044136105340928","2013-05-02 19:40:28","E we, quiero ver Iron Man 3.","UNITED STATES","1"
"330044136403124224","2013-05-02 19:40:28","Iron Man 3 tonight at 12 !","UNITED STATES","1"
"330044136654778368","2013-05-02 19:40:28","What am I doing Saturday?  Shit ima go watch Iron Man 3 👍","UNITED STATES","1"
"330044137476849665","2013-05-02 19:40:28","@MLG_JuniuR @iFM_Woozy @iFM_Dizzy Erll junior maybe if you werent racist against league play! &lt;3 its iron man 3 come on","UNITED STATES","0"
"330044137875308545","2013-05-02 19:40:29","@SMaxyB hmmm same here.... hey did u see iron man 3??? Its awesome","PAKISTAN","2"
"330044137879511040","2013-05-02 19:40:29","Iron man 3 vista, me ha encantadoooooo!!!!!! @Sorly97","GREENLAND","1"
"330044144087080961","2013-05-02 19:40:30","RT @pattonoswalt: Also, Hollywood?  And, uh @Marvel?  LET SHANE BLACK WRITE &amp; DIRECT THE LUKE CAGE/IRON FIST MOVIE.","UNITED STATES","1"
"330044145387319297","2013-05-02 19:40:30","RT @Cinefiloz: RESEÑA: 'Iron Man 3', entretenimiento noventoso en la mejor película de Marvel http://t.co/inXRJOJNGc","GREENLAND","2"
"330044147241193474","2013-05-02 19:40:31","The #DowntonAbbey &amp; ""Iron Man 3"" connection http://t.co/FBXmFxdAPL","UNITED STATES","1"
"330044148486922240","2013-05-02 19:40:31","In ready to see iron man 3 friday:-)","","2"
"330044150294646784","2013-05-02 19:40:32","Iron Man 3 tough as hell I still gotta see it in theaters","UNITED STATES","0"
"330044151485849602","2013-05-02 19:40:32","Well Iron Man 3 wasn't half bad. Literally riveting, in fact.","INDIA","2"
"330044151510994949","2013-05-02 19:40:32","i wanna go see Iron Man 3 tonight!","UNITED STATES","1"
"330044153771737090","2013-05-02 19:40:32","Iron Man 3 tomorrow! 😱","UNITED STATES","1"
"330044155898232832","2013-05-02 19:40:33","RT @FranQueQue: Gran día con @_MissMinnun_ en el cine (iron man 3 la recomiendo xD)","GREECE","1"
"330044157273980930","2013-05-02 19:40:33","RT @Nolapane: I doubt any of you are die hard Iron Man comic fans, but if you are.. I advise you DO NOT WATCH Iron Man 3.. Lol.","CANADA","0"
"330044158242848768","2013-05-02 19:40:33","3 Things to Know About Iron Man 3: 1) The Suit, 2) The Suit, and 3) The Suit.","UNITED STATES","2"
"330044161086595073","2013-05-02 19:40:34","Watch Iron Man 3 http://t.co/zLW0nXY49I","UNITED STATES","1"
"330044162319712256","2013-05-02 19:40:34","@sjbarnes I won't, wouldn't want to miss Iron Man 3 would I? ;)","UNITED KINGDOM","1"
"330044163515101184","2013-05-02 19:40:35","Iron Man 3 came out today . Wadduppp .","UNITED STATES","1"
